 2	 1
 6	 2
 2013	 3
 10	 4
 48	 5
 35	 6
 .01	 7
 5	 11
 7777	 12
 1	 13
 0	 40
 5	 14
 2656700	 25
 2656700	 17
 2656700	 19
 2656700	 21
 2657300	 26
 2659760	 18
 2659760	 20
 2659760	 22
 2660860	 23
 2660860	 29
 2660860	 36
 2660970	 24
 2661920	 25
 2662130	 26
 2663580	 25
 2663730	 26
 2664380	 25
 2664580	 26
 2667800	 25
 2668200	 26
 2669900	 23
 2671000	 24
 2679120	 23
 2681870	 24
 2701860	 33
 2732300	 27
 2732800	 28
 3069600	 23
 3069710	 24
 3070410	 23
 3071010	 24
 3078270	 27
 3078530	 28
 3079190	 27
 3080740	 28
 3080890	 27
 3081890	 28
 3081990	 27
 3082690	 28
 3086850	 23
 3088870	 24
 3167700	 25
 3167700	 17
 3167700	 19
 3167700	 21
 3167830	 26
 3168030	 25
 3168830	 26
 3176750	 18
 3176800	 20
 3176800	 22
 3178860	 27
 3178860	 30
 3178860	 36
 3179430	 28
 3179530	 27
 3179830	 28
 3179980	 27
 3181230	 28
 3200040	 27
 3201340	 28
 3204550	 25
 3206160	 26
 3306880	 33
 7968480	 27
 7969280	 28
 7982370	 23
 7982470	 24
 7983730	 23
 7985630	 24
 8012950	 27
 8016560	 28
 8022370	 23
 8022520	 24
 8029200	 23
 8032010	 24
 8034690	 23
 8035940	 24
 8042360	 27
 8042460	 28
 8048560	 23
 8049010	 24
 8053080	 25
 8053080	 17
 8053080	 19
 8053080	 21
 8054530	 26
 8056130	 18
 8056130	 20
 8056130	 22
 8056440	 27
 8056440	 36
 8057690	 28
 8091470	 33
 8448180	 23
 8448720	 24
 8500720	 27
 8501420	 28
 8512240	 27
 8513530	 28
 8513980	 27
 8514880	 28
 8518190	 25
 8518190	 17
 8518190	 19
 8518190	 21
 8518890	 26
 8527210	 18
 8527260	 20
 8527260	 22
 8547230	 34
 8547230	 36
 8647230	 33
 15475960	 23
 15477740	 24
 15478990	 25
 15478990	 17
 15478990	 19
 15478990	 21
