 2	 1
 6	 2
 2013	 3
 10	 4
 48	 5
 35	 6
 .01	 7
 3	 11
 7777	 12
 1	 13
 0	 40
 3	 14
 485140	 27
 485690	 28
 490810	 23
 491160	 24
 4322580	 23
 4322780	 24
 4326680	 27
 4326890	 28
 4327890	 27
 4328240	 28
 4328690	 27
 4329790	 28
 4333000	 27
 4333100	 28
 4334860	 25
 4334860	 17
 4334860	 19
 4334860	 21
 4335070	 26
 4336820	 23
 4337120	 24
 4337720	 23
 4338470	 24
 4343920	 18
 4343920	 20
 4343920	 22
 4363890	 34
 4363890	 36
 4511900	 33
 8178320	 27
 8178720	 28
 8178820	 27
 8178920	 28
 8178970	 27
 8179170	 28
 8180820	 25
 8180820	 17
 8180820	 19
 8180820	 21
 8181520	 26
 8183470	 23
 8183870	 18
 8183870	 20
 8183870	 22
 8183870	 29
 8183870	 36
 8184070	 24
 8184420	 23
 8184630	 24
 8185090	 23
 8186850	 24
 8209430	 23
 8211290	 24
 8214750	 23
 8214950	 24
 8220350	 27
 8220950	 28
 8222400	 27
 8223350	 28
 8225700	 25
 8225800	 26
 8226000	 25
 8226860	 26
 8229910	 33
 8259490	 23
 8259990	 24
 8266310	 27
 8266620	 28
 8266980	 27
 8269590	 28
 8269640	 27
 8271060	 28
 8339420	 25
 8339420	 17
 8339420	 19
 8339420	 21
 8339620	 26
 8342470	 18
 8342470	 20
 8342470	 22
 8362450	 34
 8362450	 36
 8455490	 33
 8457240	 25
 8457240	 17
 8457240	 19
 8457240	 21
 8457790	 26
 8460310	 18
 8460310	 20
 8460310	 22
 8460610	 23
 8460610	 29
 8460610	 36
 8460610	 24
 8460820	 23
 8461120	 24
 8461570	 23
 8461670	 24
 8461720	 23
 8463070	 24
 8479440	 23
 8479490	 24
 8481490	 23
 8483890	 24
 8489650	 27
 8489750	 28
 8492010	 27
 8492210	 28
 8497620	 33
 8498120	 23
 8498420	 24
 8503630	 25
 8503630	 17
 8503630	 19
 8503630	 21
 8505930	 26
 8506680	 18
 8506680	 20
