 2	 1
 12	 2
 2013	 3
 12	 4
 53	 5
 31	 6
 .01	 7
 4	 11
 7777	 12
 1	 13
 0	 40
 4	 14
 140440	 25
 140440	 17
 140440	 19
 140440	 21
 140550	 26
 142210	 27
 142560	 28
 149510	 18
 149510	 20
 149510	 22
 167340	 25
 167940	 26
 168890	 25
 169040	 26
 169490	 34
 169490	 36
 170200	 25
 171050	 26
 172660	 25
 173010	 26
 173160	 25
 174010	 26
 174260	 25
 174660	 26
 177270	 27
 177630	 28
 177780	 27
 179740	 28
 182890	 23
 184490	 24
 186190	 25
 186600	 26
 188110	 25
 189410	 26
 189510	 25
 189770	 26
 190720	 27
 192320	 28
 193520	 25
 193570	 26
 194330	 25
 196230	 26
 261500	 33
 6444860	 27
 6445470	 28
 6446630	 27
 6447880	 28
 6448640	 25
 6448640	 17
 6448640	 19
 6448640	 21
 6448760	 26
 6448860	 25
 6449210	 26
 6450520	 23
 6451720	 18
 6451720	 20
 6451720	 22
 6451720	 29
 6451720	 36
 6451950	 24
 6452500	 23
 6452550	 24
 6453050	 23
 6454270	 24
 6483450	 23
 6489450	 24
 6515760	 33
 7100980	 23
 7102130	 24
 7157960	 27
 7158910	 28
 7160320	 25
 7160320	 17
 7160320	 19
 7160320	 21
 7160590	 26
 7161950	 23
 7163200	 24
 7163400	 18
 7163400	 20
 7163400	 22
 7163610	 23
 7163610	 29
 7163610	 36
 7163870	 24
 7164470	 23
 7165980	 24
 7250650	 33
 11309980	 23
 11311480	 24
 11324230	 27
 11325630	 28
 11328040	 25
 11328040	 17
 11328040	 19
 11328040	 21
 11328510	 26
 11330170	 23
 11330220	 24
 11331070	 18
 11331120	 20
 11331120	 22
 11331120	 23
 11331120	 29
 11331120	 36
 11331390	 24
 11331590	 23
 11333590	 24
 11378920	 23
 11381220	 24
 11381780	 23
 11385680	 24
 11386130	 33
 11387430	 23
 11394820	 24
 11405140	 27
 11406240	 28
 11408690	 27
 11409840	 28
 11416000	 23
 11417520	 24
 11448630	 25
 11448630	 17
 11448630	 19
 11448630	 21
 11448680	 26
 11448740	 25
 11449490	 26
 11457700	 18
 11457700	 20
 11457700	 22
 11477680	 34
 11477680	 36
 11535710	 33
 11539560	 23
 11539960	 24
 11544960	 27
 11545910	 28
 11547010	 25
 11547010	 17
 11547010	 19
 11547010	 21
 11548890	 26
 11550090	 18
 11550090	 20
 11550090	 22
 11550390	 23
 11550390	 35
 11550390	 36
 11551450	 24
 11552500	 23
 11553150	 24
 11553250	 23
 11553350	 24
 11555250	 27
 11556350	 28
 11556450	 27
 11557250	 28
 11558250	 27
 11559650	 28
 11560650	 25
 11560750	 26
 11580410	 33
 12588410	 27
 12588710	 28
 12590870	 23
 12591820	 24
 12668310	 27
 12669560	 28
 12671120	 25
 12671120	 17
 12671120	 19
 12671120	 21
 12671230	 26
 12673760	 23
 12674160	 18
 12674160	 20
 12674160	 22
 12674160	 35
 12674160	 36
 12674280	 24
 12706580	 27
 12707580	 28
 12708580	 25
 12709580	 26
 12710730	 23
 12712540	 24
 12734560	 27
 12735110	 28
 12765600	 27
 12765750	 28
 12766060	 27
 12766560	 28
 12767850	 25
 12768950	 26
 12770150	 23
 12770250	 24
 12770700	 23
 12771310	 24
 12771960	 23
 12773560	 24
 12774660	 25
 12775210	 26
 12776290	 27
 12777880	 28
 12778580	 27
 12778930	 28
 12780150	 27
 12780630	 28
 12782460	 27
 12783740	 28
 12784700	 27
 12785300	 28
 12785600	 27
 12788250	 28
 12790000	 25
 12790410	 26
 12792570	 23
 12794850	 24
 12812170	 33
 12849740	 25
 12849740	 17
 12849740	 19
 12849740	 21
 12850430	 26
 12852830	 20
 12852830	 18
 12852880	 22
 12854700	 23
 12854700	 35
 12854700	 36
 12856380	 24
 12858730	 27
 12858780	 28
 12859490	 27
 12859890	 28
 12860590	 27
 12861850	 28
 12863200	 27
 12864820	 28
 12865570	 27
 12866880	 28
 12867080	 27
 12867830	 28
 12869790	 27
 12869840	 28
 12871060	 25
 12871580	 26
 13181740	 33
 17195610	 23
 17195860	 24
 17197260	 23
 17198270	 24
 17198320	 23
 17198570	 24
 17203020	 27
 17203670	 28
 17206370	 25
 17206370	 17
 17206370	 19
 17206370	 21
 17207090	 26
 17208440	 23
 17209400	 18
 17209450	 20
 17209450	 22
 17209450	 35
 17209450	 36
 17212150	 24
 17239540	 27
 17240400	 28
 17240450	 33
 17242400	 25
 17242400	 17
 17242400	 19
 17242400	 21
 17242870	 26
 17244220	 23
 17247930	 24
 17248380	 23
 17249460	 24
 17251470	 18
 17251470	 20
 17251470	 22
 17260880	 27
 17260880	 30
 17260880	 36
 17261020	 28
 17261530	 27
 17262880	 28
 17296520	 27
 17300920	 28
 17303270	 27
 17303740	 28
 17306220	 25
 17306420	 26
 17310180	 23
 17310880	 33
