 2	 1
 12	 2
 2013	 3
 12	 4
 53	 5
 31	 6
 .01	 7
 6	 11
 7777	 12
 1	 13
 0	 40
 6	 14
 312850	 25
 312850	 17
 312850	 19
 312850	 21
 313260	 26
 313860	 25
 314220	 26
 316480	 25
 317230	 26
 321900	 18
 321950	 20
 321950	 22
 341910	 34
 341910	 36
 428920	 33
 1875830	 25
 1875830	 17
 1875830	 19
 1875830	 21
 1876190	 26
 1878900	 18
 1878900	 20
 1878900	 22
 1893060	 25
 1893570	 26
 1895170	 25
 1896370	 26
 1898880	 34
 1898880	 36
 1899980	 23
 1900480	 24
 1936920	 33
 3522440	 25
 3522440	 17
 3522440	 19
 3522440	 21
 3523520	 26
 3531540	 18
 3531540	 20
 3531540	 22
 3551490	 34
 3551490	 36
 3658510	 33
 4265710	 25
 4265710	 17
 4265710	 19
 4265710	 21
 4266110	 26
 4267810	 23
 4267860	 24
 4268270	 23
 4268580	 24
 4268780	 18
 4268780	 20
 4268780	 22
 4268780	 23
 4268780	 35
 4268780	 36
 4268930	 24
 4269590	 25
 4269790	 26
 4328800	 33
 6105530	 25
 6105530	 17
 6105530	 19
 6105530	 21
 6105810	 26
 6106110	 25
 6106810	 26
 6108570	 18
 6108620	 20
 6108620	 22
 6109920	 23
 6109920	 35
 6109920	 36
 6110720	 24
 6111270	 23
 6113020	 24
 6113070	 23
 6114120	 24
 6116120	 27
 6117820	 28
 6118520	 27
 6120780	 28
 6124730	 27
 6128080	 28
 6128680	 27
 6129080	 28
 6133130	 25
 6134530	 26
 6137480	 23
 6137530	 24
 6137580	 23
 6138330	 24
 6318930	 33
 8387770	 25
 8387770	 17
 8387770	 19
 8387770	 21
 8388940	 26
 8389590	 25
 8390150	 26
 8396800	 18
 8396800	 20
 8396850	 22
 8416800	 34
 8416800	 36
 8482810	 33
 10442640	 27
 10443240	 28
 10459130	 25
 10459130	 17
 10459130	 19
 10459130	 21
 10459780	 26
 10462990	 25
 10463640	 26
 10468210	 18
 10468210	 20
 10468210	 22
 10479160	 25
 10479160	 26
 10479460	 25
 10479510	 26
 10479560	 25
 10479770	 26
 10488180	 34
 10488180	 36
 10494500	 23
 10494550	 24
 10494600	 23
 10494960	 24
 10501430	 25
 10502890	 26
 10505760	 25
 10507560	 26
 10520040	 27
 10521490	 28
 10524590	 27
 10525590	 28
 10525790	 27
 10526440	 28
 10527590	 25
 10532090	 26
 10533690	 25
 10533690	 26
 10533890	 25
 10534190	 26
 10534240	 25
 10534390	 26
 10550000	 25
 10550000	 26
 10550810	 25
 10551360	 26
 10553590	 25
 10555290	 26
 10564110	 25
 10564860	 26
 10573770	 23
 10574580	 24
 10606580	 25
 10608830	 26
 10611690	 27
 10613390	 28
 10630530	 23
 10630580	 24
 10630630	 23
 10632530	 24
 10633930	 25
 10639030	 26
 10639740	 25
 10639940	 26
 10640540	 25
 10640990	 26
 10642800	 25
 10647660	 26
 10647960	 25
 10648660	 26
 10649260	 25
 10650170	 26
 10651680	 25
 10652480	 26
 10656380	 25
 10657780	 26
 10657880	 25
 10660530	 26
 10660830	 25
 10661030	 26
 10661780	 25
 10663980	 26
 10664280	 25
 10664680	 26
 10666080	 25
 10666400	 26
 10667350	 25
 10667350	 26
 10667460	 25
 10667510	 26
 10668360	 25
 10668410	 26
 10669810	 25
 10670710	 26
 10671010	 25
 10671410	 26
 10671510	 25
 10671770	 26
 10672420	 25
 10672870	 26
 10676370	 25
 10676520	 26
 10676820	 25
 10679320	 26
 10680170	 25
 10680870	 26
 10681030	 25
 10685530	 26
 10685830	 25
 10688830	 26
 10691290	 25
 10692490	 26
 10693890	 25
 10695140	 26
 10696840	 25
 10697290	 26
 10698490	 25
 10701690	 26
 10703160	 25
 10704720	 26
 10705730	 25
 10705930	 26
 10705980	 25
 10709030	 26
 10711740	 25
 10711940	 26
 10712450	 25
 10713400	 26
 10719420	 25
 10719670	 26
 10721480	 25
 10722180	 26
 10722230	 25
 10722590	 26
 10724650	 23
 10725910	 24
 10726510	 23
 10727260	 24
 10727910	 25
 10728660	 26
 10731160	 25
 10731860	 26
 10733870	 25
 10739320	 26
 10740820	 25
 10741620	 26
 10748270	 25
 10750870	 26
 10762090	 27
 10762300	 28
 10763500	 27
 10770580	 28
 10770780	 27
 10771590	 28
 10772050	 27
 10772050	 28
 10773210	 33
 10808550	 25
 10808550	 17
 10808550	 19
 10808550	 21
 10808690	 26
 10811600	 18
 10811650	 20
 10811650	 22
 10812460	 25
 10813160	 26
 10822630	 25
 10823780	 26
 10826880	 27
 10826880	 36
 10828070	 28
 10828970	 25
 10830670	 26
 10850530	 25
 10850790	 26
 10863720	 25
 10864020	 26
 10866830	 25
 10867280	 26
 10867840	 25
 10868690	 26
 10871610	 25
 10871610	 26
 10871970	 25
 10872020	 26
 10872220	 25
